Text,Label
"indah kita boleh menjadi cerdas tp gak boleh sombong, yg gue liat emang lu arogan bgt.",1
Indonesian penuh orang beradab dan beretika,1
Pindah negara aja sana😘,1
ngentot,1
BLA BLA BLA your NPD girl🤣,1
dahar jeung uyah oge sok ingris,1
ANI ANI PODCAST SAMA GAY,1
Di mana hatimu nek?,1
"baru bisa bhs inggriss yah gini,,jd bahagia🤣🤣🤣",1
cara ngomong lu sok iya bnr🤣,1
ikan louhan😲,1
nyari makan aja masih di Indo banyak bacot,1
ptk,1
Pindah gih kenegara lain,1
"iya mbak kita tau kok mbak guru bahasa Inggris tapi yang nonton vt loh bukan Justin bieber atau Beyonce mbak, yang nonton orang batak Jawa ambon papua Bugis dll",1
g nya apa?,1
ikan lohan,1
kebelenger pinter nihh namanya............,1
BACOT KALI,1
curiga antek2 hasb*Ra dia ni;,1
gak ada yg nyuruh lo pindah balik kesini cuma buat caper bude,1
pindah aja gak sih lo? lo sendiri ngomong inggris idih keren lo bude? @Indah G,1
"Dear @itsindahg just 'cause you can spout a bit of English, you think you're the dog's bollocks, eh? Struttin' around like you're some kinda genius, but you're fuckin' clueless 😂😂😂!",1
"nama lu Indah, coba ganti pake nama versi engresss kan dri lahir udh engresss. indah soalnya nama khas org indonesia",1
malah curhat,1
"shut up indah g, just shut up",1
pegi aja ke sirewel sana,1
apalah,1
so iyes sia🗿,1
Intinya mah lu bacot mbak,1
halah percuma ngomong opo,1
SOK INGGRIS,1
"maklum guys, dia masih fase puber🙏😔, jadi masih blum dewasa ygt",1
Si paling open minded tapi nyatanyaa paling konservatifff -,1
"dia aja egk cinta indonesia,kl cinta pakai BHS indonesia,btw dia orang indonesia?.
  mungkin beda planet...",1
sipit,1
BOIKOTTT AKUNNYQ,1
"indah G , G nya ganjokkk",1
Cocot,1
biasanya yg tertawa terbahak bahak itu ujung ujungnya Pgen nangis😏,1
"ngomong nya cepet bgt woi,pelan dikit mbak 😭😭",1
ohh ini,1
halahhhh ngomong apa sih org ini,1
ngemeng epe seeh...,1
"muka"" antek"" Netanyahu",1
pindah lo pindah ngerusuh aja ngatain bahasa indo miskin bercandain genosi mau lu apasih jwb pake vt kalo berani jwb pertayaan gw,1
"problematic, pickme lagi 😌",1
Ngomong naon sia?,1
Dia nih knp sih? Muak bgt liatnya,1
pret,1
najong,1
"SOK PINTER, PADAHAL OMONG KOSONG!!!!!",1
ngomong apa 😂,1
hm,1
indah G G Nya apa man teman????,1
G ny ap,1
Biachottttttt,1
brisik lu ndah,1
"idkkkk's: ""lancar banget bahasa inggrisnya pasti orangnya pinter"" itu kn yg lo mw?",1
especially for you who laugh very hard on Palestinian,1
tebak agama😂,1
yahudi 😂😂,1
rapu setidak nya mereka masib menggunakan bahasa dari wilayah /suku di indonesia kagak kaya lu🗿,1
g.o.b.l.o.k,1
lo doank sok inggris sumpahhh,1
G nya = Gandeng (B. Sunda) is BERISIK,1
kebacot,1
ada juga manusia kayak begini,1
selamat bersenang-senang di dunia dan menangislah di akhirat kelak ☺️,1
pere giling,1
BIG NO RESPECT,1
lcuurr🤣,1
bacot,1
Get lost from Indonesia then..,1
dihh di kira kece kalo ya ngomong ke gitu🗿,1
Bct banget indah,1
bacot,1
Bacit,1
Dih,1
"gak usah tinggal d indo mbk, minggato kono,",1
garbige,1
pemain pr..o🗿🗿🗿,1
Maneh saha sih njir,1
"dia ngerasa : ""Anjir gua keren banget"" 🤪😭",1
"@inH4:Manusia so pinter pdhl problematic. @kenoddbi: fr, but using English is not a problem",1
seriuss in G apa,1
pengek ngomong ape,1
klu ko dah merasa Indonesia ngk layak di banggakan ngapain masih disini. siapa lagi yg banggakan negaranya klu bkn masyarakat nya,1
lol,1
HANYA ANDA SOK BERBHS INGGRIS. trus sumbangsih lu apa buat negeri buk? tanpa dipuji negara lain pun negara kita suda mempunyai banyak sumbangsih,1
"Kesini hanya pengen ngehujat dia aja.
  Intinyamah ""ari teu nyaho nanaon kajeun teuing cicing""",1
oh she's the one pro genocide in Palestine? wtf,1
Gandeng lah,1
Lu kalo benci sama Indonesia kenapa masih jadi WNI dan tinggal di Indonesia?,1
Plis jangan tobat plis banget 🙏🏻,1
mental agak agak lari,1
Ketawa lo buahahahhahqhqhqhaahhahakkkkkk,1
🙄 si sok pinter so British pret,1
G NYA APA ?,1
indahnya dari mana njir,1
wtf,1
Manusia ga da empati !!,1
sayang hatimu g seindah namanya,1
Boikot,1
homo sex 🤣🤣,1
binatang.!,1
ngerti kan kata kata ini . apaluu apaa luuu apa luu ! kan kaya ngajak berantem ya . mau nada bicaranya kaya gimna juga kaya ngajak ribut . nah itu semua kata kata lu kaya gt nada ngajak ribut,1
takooooeeed,1
anak babi minggat sono,1
nyorocos 🔥,1
nyocot ae cangkeme,1
Nyenyenye,1
g nya pintar,1
bayak cakap kau tolol,1
ngga ada indah²nya 🤣,1
blablablabla asik sendiri,1
opet,1
Gnya gariiing,1
kira2 indah sudah tauh gak jika bahasa Indonesia sudah jadi bahasa internasional.,1
Ngapain nanggepin komen ginian? Penting banget?,1
iddiiiihhhh who are you,1
"kamu tulo org mana mbak, apa kamu itu salah satu org yg sengaja mau adu domba rakyat indo ya?",1
boikot infah,1
Kalau ingin sangat gunakan bahasa English dia tuh. Kenapa ta keluar dri indo 😂 kasihan,1
pretttt,1
boikot,1
tau linguistik nggak mbak?,1
mbah belajar kosa kata Indonesia mbak wk,1
gigolo,1
mari kita ilmu polwan . wkwkw 🔥🔥,1
namanya gak seindah orangnya 😂,1
I agree with her on this particular topic.,0
bacot ah,1
prestasinya apa dia sama circlenya. nol,1
Sipaleng enggres,1
ini siapa sih? dia terkenal karna apa?,1
Lonttttttt,1
Si paling inggris,1
bacot,1
Muka nya hahah,1
"jadi kesanya sok pinter,, emang pinter sihh bahasa inggrisnya, sekalas cinta laura aja yg bahasa inggrisnya jago gak melihatkan itu😅😅😅",1
"Mending diem,suara lu risih banget di telinga!",1
lagi baca mantra ?,1
"pakai bahasa Indonesia aja mba,malu sama om Dedy Corbuzier tuh yg lbih pintar tetap pakai bahasa Indonesia 🙄🤣🤭",1
Rasis,1
masih nyari mkn lewat konten,1
manusia anj,1
ani ani netanyahu ni orang,1
kau orang indonesia.apa Bangladesh,1
bahasa inggris 💩,1
Raimuuuuuuu,1
Cape sm orang ngomong yg so paling pinter 😅😅,1
dia ni cina kan?,1
Nih orang yang bareng si Coky,1
"caper lu,,, sok asik",1
"sok inggris lu ,lu di inggris juga paling kgk bakalan di terima",1
Anggun yg tinggal di LN tp bahasa Jawanya medok.. kalo yg ini?😁😁,1
ngmng apa sih ndah indah,1
"Gak suka banget liat org ini , haus validasi . Cewe redflag . Dari awal gak suka aja liat dia ada di medsos. Apalagi kalo lagi podcast .",1
engga ndah aneh tetep campur2mah 🤣,1
brisik so keren,1
shut up,1
"padahal cunan komen gitu , jawabannya nganar2 kemana mana. 😁",1
i love you Palestina,1
Puqi,1
bacooooottt,1
nenek nenek ternyata,1
weweweweweeeeelwlelwe,1
Keramas dulu lah,1
apassiiii,1
UMUR 7 TAON DIAJARIN BHS INDONESIA SMPE SKRANG MASIH BLM LANCAR KATA DIA NI..🤣🤣🤣. BKN BLM LANCAR..PALING BUAT GAYA AJA BIAR TTP EMRIK🤣🤣🤣,1
Tolil,1
dih,1
TOMAME,1
siapa yg ngejar sih?,1
najong,1
stres,1
"ini gengs contoh org yg kurang kasih sayang ortu, tp gak berusaha untuk hidup normal seperti kebanyakan",1
g nya apasih??????? ga punya empati mungkin yaaa😅,1
Get a life.,1
Bla bla bla bla bla 💀💀💀,1
sok ingris lu,1
blog,1
alahhh 😂,1
menengo,1
bacot,1
org seperti ini biasanya titik masalahnya di perut,1
bacot,1
"pake bahasa Indonesia mba, , org Inggris jg ngga bakal bangga ama lu klw pakai bhs Inggris",1
brisik lu kalau makan telen dlu jan langsung ngomong,1
go talk to my grandma then,1
"prasaan orang luar ngmongnya B aja gak ngebut bgt kyak dia, kyak dijejer se*an,",1
"You got issues, dude.",1
Soo banget mbaa,1
girl leave bandung out of this,1
ngomong apasi kak?,1
YOUR ENGLISH IS SINGPORE STYLE,1
pov : ketika melihat budaya barat lebih keren dan menganggap yang ada di dalam negri sendiri lebih rendah,1
lu punya tmn beda suku g bang?,1
boikot,1
PINDAH AJA LU SONO,1
"blablablablabla, jahiliyah",1
wiih gile gue keren bett 🤤,1
lu siapa sih anjr? julid nya nauzubillah,1
siap si paling inggris🤣🤣🤣,1
knp hrus x polisi knp g ini aj,1
nye nye nye nye what's she yapping about?,1
btw lu cari fakta lapangan itu dimana sih? kok aku ngrasa banyak bahasa indonesianya anak muda baik2 aja,1
Ga ah so tau,1
ooh yang inii org nya?,1
boikot indah,1
so anoying🤢,1
sok inggris lu norak,1
@agnes_jennifer please ci,1
lu yg bacot,1
Siap si paling Inggris,1
"yaudh lu jgn tinggal d indo, masih tinggal d indo aja gaya lu selangit mbak",1
you not Indonesian bruh,1
what the fuck u say? 🗿,1
lu siape😂😂😂,1
sok Pinter.......,1
Cot,1
ndah keluar ga dr indo 🗿,1
"HATI2 GUYS, INI PEREMPUAN BENCI BANGET SAMA ISLAM",1
"dear, @itsindahg kamu ini sebenere kenapa?",1
DIH,1
karen’s???,1
keep yapping bro,1
mending nge gym deh lo indah,1
"Orang yang open minded biasanya kalau ngelawak kaga lucu ges, diemin aja",1
"gausah kasih translat nya 🗿 males baca nya ,",1
"tetep harus mengutamakan bahasa indo, malaisia aja mau ngeclami basa info g bisa, karena disana anakudanya g ada y bisa bhasa daerahnya 100%",1
apasi tod,1
so pity,1
bacot,1
memek,1
Lo ga bisa Bahasa Indonesia & gamau pakai Bahasa Indonesia ngapain tinggal disini? Lo ga bisa bersaing kan di luar? Lo ga bisa hasilin duit untuk menuhin kebutuhan lo makanya lo buka lapak disini?,1
tebak parab,1
Ko’ ada y orang jahat kayak gini,1
Jadi org tu minimal sadar diri ga ush menyombongkan diri sama”dari tanah juga,1
Nye nye nye nye,1
Aku gen Z orang bandung bisa pake bahasa indonesia dan sunda ah buat sehari-hari. Sotau bgt.,1
Pusing bgt ngoceh mulu 😭,1
namanya juga bahasa internasional,1
sok merasa bule padahal sibule lebih ke Indonesiaan😏,1
coki sama indah jodoh dunia akhirat ngopi sama mereka ntar disana yak,1
kenapa dia merepet?,1
"diem deh, brisik",1
Jump,1
ani ani komplek,1
negara mana yang bikin kamu punya duit Sekarang coba?,1
the amount of unchecked insecurities here are crazy. sure ur experience is valid but do you even think most Indonesian could relate to your bubble society? projecting insecurities are unhealthy sis,1
Yaudah mbak yaudah. Balik aja ke amerika,1
nyocot,1
kasihan banget ni orang aku gak kenal dia bukan artis bukan seleb bukanapa2 tapi butuh pengakuan,1
apasih,1
genos,1
bacot,1
F off,1
Lu berkarir di amerika aja. Gak usah di Indonesia 👍👍👍,1
Sejaka kapan kami yang di medan bahasanya nyampur ama inggris? Wkwkwkw lucu kau hahaha,1
trus?,1
nama lu tuh indah😂,1
trus ngapain lo balik ke indo 🤡,1
"semangat indah, kamu sendirian..",1
"Lu kerja di dinas lingkungan hidup apa gimana dah? berasa profesor di semua aspek, sok ngerti🤣",1
mbaaa lu enyah dari indo aja gw ikhlas 😭,1
youre in indonesian environment godamn,1
bacot,1
magrib bgt,1
coba kali² undang cak lontong atau bang komeng gitu d podcastnya!gue sungkem deh klo mbknya menang debat lawan mereka,1
ojo cepet cepet,1
baru kali ini ada orang Indonesia tapi ga bangga sama budaya bahasa dan ras etnis nya 😭😭,1
Pelan2 aja mba,1
udah ga usha na3kin dia.. dri dulu emang b9ini dia🙏.. jd percuma,1
wkwkwk malah kemu wonge,1
"mbk ini orang mna sebenernya? asia kah? eropa kah? bahasanya nympur inggris mukanya asia, tnggal nya d indo😑kmaren reaksi bule pun bingung liatnya",1
amin😭lu ngomong apa dah ndah aeng kaga paham,1
@mnbct: orang2 terlalu memperhatikan hal2 konyol yg ga bermanfaat. harusnya gausah diurusin dan gausah dikasi panggung,1
anak cepet,1
"Aku bangga nyampur bahasa daerah dan nasional, dri pd nyampur bhs indo dan inggris, gpp bodo bhs Inggris😁",1
Medan?semua pakek bahasa Indonesia ga ada yg pakek bahasa negara luar,1
lo aja ngomong inggris mulu cinnn cin,1
"yg nge-reply tumbuh di beda kasta kak @Indah G, gak punya circle ank inter, apalagi ank2 indo yg dr kecil di sekolahin di luar negeri😂, pdhal di pedesaan bnyk org yg gak bs bhs indo jg msh bhs daerah",1
apaansi wkwk,1
stubborn.,1
Ngapain denger orang blm mandi,1
"English kk juga ga 100% , bercampur sama slank nya juga",1
be humble plz,1
biasa aja kaleee,1
"ehh indah gacoan, kebanyakann teori ente baahas² Al Quran, maksudnya apa lebih bisa diatur? itu nama nya taat kepada aturann mba gacoan yg pinter ngarang ini org",1
I think u have that accent.. kinda 😁,1
"mbak yg nonton kan kita kita, narasumber lu juga indo ngapain pake bahasa luarrrr hihhh gedeg astaga ada ya manusia kek gini",1
apalah ni ani ani,1
tips n trik belajar bahasa inggris dong kak,1
"BLABLABLABLA, KECEPETAN",1
"ngomong b indo aja ,lu di indo,bangga aama bahasa sendiri lah,lu kalo diliat bule bule juga heran",1
bacot,1
halah penakan boso jowo cok,1
jakerdah,1
ngomong apa dia,1
sepi amat,1
"Quick question, where in the US did you grew up in? Cause that accent",1
sok pinter bet ni orang cuman bisa bahasa inggris aja bangga,1
indah si paling goblok,1
Jangan kasih panggung si udah paling bener,1
"Ya mba, kamu juga mengesampingkan bahwa faktanya emang banyak warga indo yg sehari” ngomongnya pake indo. Aku tinggal di sby yg kota besar, ga pernah sama sekali pake bhs inggris, kecuali emang harus. Malah biasanya campur bjawa + indo",1
Sumpah lu napa sih,1
this one Indonesian no England... no usa... you now,1
mboh ndah sak karepmuu,1
"lgi bener aja lu mba, klo LG agak2kan Laen crta🤣",1
😂😂😂😂 muncrat kabeh ilere,1
"kak, aku pengen les bhs inggris sama kakak😭",1
ni wemen sok tau bener dah,1
songong,1
SERIOUSLY? WHAT ARE YOU TALKING ABOUT? ARE YOU RAPPING?😹,1
"ya udah balik aja ke amerika sono,,,",1
G nya gendel ges,1
dulu penjajah juga gini,1
kalian harus liat akunnya dr @ekidarehanf yang dibahas tentang pengecekan medis dan terkait keperawanan.,1
orang sesat,1
indo ngga butuh kamu juga,1
"seluruh rakyat Indonesia itu pasti bisa bahasa Indonesia kalo mereka sekolah, sayangnya Indonesia belum sepenuhnya mendukung fasilitas sekolahan",1
bacot bgt,1
sipaling inggris,1
trus dia ngapain disini??,1
"itulah harus tau makna dan isi arti dari Pancasila, ya org ini cuma bisa tau negatifnya saja, kalo komen positif org barat tentang Indonesia dianggap mitos, lawak kali emang pemikirannya😂",1
nih org keluar kedunia dr belakang ya....,1
ngomong opo cok,1
bct mek,1
"nih cwek bermasalah banget, kayak paling benar ajah lu mbak, kocak, semua vidio lu bikin masalah mulu dah",1
banyak bacot,1
Sok dicampur inggris ngomongnya biar keliatan pinter aja padahal mah kosong😂,1
"yaela, kalo uda tau disekolah diluar negri Dan merantau ke negri orang. Minimal lo yang menyesuaikan negri sini, bukan kita yang menyesuaikan lo!",1
nyenyenyenyenyenyenyenyenyenye 🥴,1
ini cowok ..,1
fakta 👏,0
heh kan di indo banyak suku-suku nya ya pasti ada bahasa daerah dong gak harus semua pakek bahasa indo,1
boikot indah g,1
"apa yang dia katakan itu benar bnyk orang Indonesia yg tdk bisa bhs Indonesia secara benar. sy selama sekolah 12 tahun rata² siswa dan guru bhsnya campur, dn bhs mreka tdk seperti bhs Indonesia.",0
dia orang indo atau bukan? serius nanya aku ngk tau,1
lu aja ngomong pake bahasa inggris apa bedanya 🗿,1
bla BLA BLA BLA BLA BLA BLA BLA,1
"Pintar sih ya. Tapi pintarnya bkn untk mengedukasi, tp untuk pamer skill berbahasa Inggris.",1
FACTSSSS,1
gwe sihh matiin suara yah mls bgtt denger ocehan emak emak😂,1
spek jadi LC diluar negri🔥,1
ani ani lhontea,1
"true. bikin surat izin pulang aja enggak bisa🙃 oh bukan saya, saya yg menulis, mereka yg perlu",0
Ko rambut lu g lepek🗿.,1
"Halah ngomong opo to kowe mbak""",1
bacot,1
nyenyenye,1
oalah bocah ababil.. tau baru sekolam dikira sudah menyamudera ilmunya.. 😌,1
gw tantangan lu nih buat jawab apa yg dimaksud gas??,1
bct,1
g for gblox,1
gausah ke indo sekalian,1
terus ngapain lu tinggal di Indonesia mbak?😂,1
ngomong apasih,1
AH BERISIK,1
"nama lu ganti noh jangan nama indonesia,hus hus",1
sok Inggris lu,1
ga jelas ni orang,1
mangap woi mangappppp,1
itu hanya asumsi mu,1
lol,1
"omfg, dari sekian banyaknya komen yg ngeritik dia secara spesifik ke inti permasalahannya. malah dibales yg kaya gini, duh girl. stop yapping",1
miskin kosakata??? sebutin bahasa jawa nya jatuh!!!🗿,1
Pffttt,1
kak coba bahasa spanyol,1
mirror at yourself!,1
BACOT BACOT BACOOOOOT,1
"yes. everyone has their own problem. instead of ngurus konten orang, sibuklah membangun diri aja. ga ada salahnya pake inggris. bagus2 aja. mangat sis",1
lu udh lia guru bhs Indonesia asl Australia blm😘 indh g,1
Indah g 😍😍,1
BACOT,1
biasalah woketard 🗿,1
"pinter bgtt kakak, kenapa gak ikutan Ninja Warior saja",1
G nya gila apa crazy,1
merasa pintar dengan seribu teori dan opini btw buku terahir yang lo baca apa?,1
setuju,1
gak usah sok2an pakai bahasa inggris kalau hari2mu masih makan tahu dan tempe,1
dia kenapa ?,1
masa kalah sama bule berbie🤣,1
malah ngerep,1
negara lain muji2? penasaran brp persen sih yg muji? bukankah banyak yg di dpan org asing snyam snyum tpi di blakang nya udah beda crita? 🤔,1
😊 km gaperlu menyakiti suatu negara kalau km masih membutuhkan stay di negara itu .,0
Ya Kalo ngerasa ada di negara yg “gaada yg muji” menurut mu. Ya jangan stay di negara itu. Bentuk menghargai negara sendiri ya atleast pake bahasa sendiri di tmpt itu .menghargai itu BASIC si,1
stop make konntoolll people famous,1
yang pada komen gini belom tau aja kalo banyak orang-orang yang bisanya make bahasa “daerah” bukan indonesia,1
apalah🤣🤣,1
seharusnya anda itu pelajari dulu baru kau bilang,1
lu bule???? punya ktp????,1
"Nah, dia kan udah bilang kalo dia punya alasan yang sah kenapa b.Indo nya gak lancar. Wajar kalau dia ""berpandangan"" bahwa b.Indo itu minim kosakata atau apalah itu. Kan cuma ""pandangan"" dia.",0
nih orang mana siii,1
btw hidung kita sama2 pesek ..😭,0
welcome to the jungle indah hahahahaha,0
ini video orang ngerap ya?,1
bacotttt,1
ah diemlah anj,1
bacot,1
"disini bukan inggris mba, jadi pake bahasa nasional aja.",1
kesini gara2 vt sebelah😁,0
jiabyang bayik,1
pindah sana lo jn d indo ktny kosa kata sni dkitt 😡,1
nge rap?,1
so Inggris si anj,1
jadi gini bukan kebanyakan mereka gk bisa bahasa Indonesia tapi mereka terbiasa menggunakan bahasa daerah sejak mereka lahir dan dibesarkan jadi mereka susah menghilang kebiasaan yg udh dari dulu,0
indonesian azaleia banks 🥰🔥,1
Etdeh pindah aja kk,1
"tapi emang iya, kita harus memajukan kecerdasan kita dari berbagai bidang",0
OH INII😭😭,0
"ngapasi speak english segala, tau indo begemana masi aja sosoan speak(gue ga iri lo bisa speak english)",1
Mungkin warga Indo perlu nyimak lebih dalem lagi ya kata kata kakak nya. Jangan nyimpulin sesuatu cuman karena nggak suka sama orang nya dong. Ini fakta Loh!,0
Lucu bgt baca komen disini. Masi banyak yg ga paham yg indah bilang,0
"Girl then u have no right to talk shit about Indonesia. You talk as if Indonesia is the worst possible country that exist in this world. Your rage to ur own country, damn where is it came from?",1
besar dinegara individualis so cara berpikirnya pun individualis 🙏🙏,1
lu tu orang indo bkn sih?,1
negara lain cinta bahasa sendiri,1
org inggris juga ngomong nyah pake sepasi kali lu nyah ajh yg norak,1
ini komen pd knp sih....,0
"yaudah lu pergi aja kalau emang bahasa Indonesia ga di pergunakan, percuma Indonesia buat bahasa, lu malah pake bahasa asing🤣😂",1
"sumpah isi komentar di sini kebanyakan kosong bgt, cuma diisi org org yg insecure sama dirinya sendiri kebanyakan. rip SDM indo",0
kasian bgt liat ini nyasar ke salah fyp 😔,0
pindahh je Bray jng di indo,1
sook amat dih☺️siplng inggris ngerap,1
"lu kira cuma lu doang orang indo ,bisa b inggris,banyak bro banyak di Indonesia ni yang fasih bahasa inggris, saya juga walaupun kalau mendengar orang cakap inggris belum bisa kali",1
dia siapa sih? kok di boikot wkwk,1
NG RAP MBAAA?????,1
"Yaudh si pindah negara aja sana kak,indo uda bnyk masalah sama sdm nya di tambah ada elo juga makin”",1
bacot,1
"mending pindah negara aja, maksa banget tinggal di Indo",1
keren kaya lagi ngerap,1
Ujian nasional aja mata pelajaran Bahasa Indonesia biasanya yang paling jelek,1
pergilah kau,1
ko ni knp,1
mang eak,1
Language limbo 😃,1
iye iye dah tau lu jago b.inggris,1
tapi memang fakta bhs indonesia sedikit kosakata dari bhs lain.,0
naon sih,1
bacod,1
ya belajar lahhhh org2 indonesia BETTER english and Indonesia! Rubah mindset kleannnn,1
"alah, lu bilang kota kota vesar gak bisa bahasa indo, lah elu gimana",1
You have daddy's issues with your anger hehe,1
apakah edit video cuma buat tambah subtitle lebih gampang ketimbang ngomong pake bahasa Indonesia secara langsung?,1
calm down girl,1
Si paling,1
BOIKOT,1
ingin rasanya aku beneran jadi decade biar bisa pakek jurus final kamen rider,1
"mau apapun lu bilang tapi faktanya orang luar banyak muji etnis kita ga hanya etnis tapi negara kita juga yg indah ,bahkan orang yg pada ramah mereka aja senang kesini, iklim jg enak ditinggali",1
YAUDAH PINDAH NEGARA AJA,1
kasian amat sepi,1
"@Scrambu: why are you always so angry, girl? calm down",1
wajar aja dia mencela negara Indonesia dia aja pake inggris😹😹,1
Apaan sih luuu sok iyeeeee,1
lol,1
so asik,1
serah lu dah penting seneng,1
"negara indo banyak bahasa bnyk suku , jngn berpatok ke bahasa inggris doang dong 0. lo kalo di ajak ngomong pake bahasa jawa , sunda atau bhs yg lain blm tentu ngerti.",1
km sadar gasi km banyak yg benci?,1
Yas gurlll😍,0
damn youre hot🥰,0
Hahahaha touche girlll..!!,0
"Suling Isyana, biru plis mo gua klik",0
isyana demage nya wanita2 kerajaan tp kelakuan pelawak,0
BHWILA MHEMANG 😂,0
nonton Isyana konser paket lengkap ada standup Comedy nya juga😳😂😂😂,0
BHWILA MHEMANG 😂😂😂,0
gak nyangka aja isyana kocak bgt,0
Info konser isyana gini gini dmn si?,0
Gue suka up di story ig,0
"Isyana nape begitu sih anjir, bengek bat",0
Yang mau buat igs aesthetic niat nya jadi diurungkan,0
Lebih jadi Aes-Tiktok gak sih? 🤣🤣,0
"kayanya gaada ya yg gasuka sama isyanaaa😂, auranya positif sekali",0
ISYANA KESUKAAN KITA SEMUA ❤️,0
Sebenarnya dia adalah pelawak yang kebetulan jago nyanyi 😂,0
Pesuling kali ngab 😂,0
isyana adalah komedian yg kebetulan suaranya bagus,0
BHWILA MHEMANG 😂,0
Kok si isyana jadi kek gini ya gua kira dia kalem gtu,0
bukannya nyanyi malah stand up comedy 😌,0
kocakk metal2an say hari ini😁😂,0
Alemong shayyy 😂😂,0
btw kenapa kak Isyana jadi ngelawak ya sekarang 😅,0
Karena itu talenta dia 😂,0
dulu waktu kuliah di luar dia tukang ngelawak kali yaa 😅😅😅,0
mau isyana tapi ini heran,0
Mau suling tapi isyana,0
coba ketemu vidi. jadi panggung srimulat,0
Hahaha jajanan sd ya 😂,0
beliau ini aslinya pelawak tp di anugerahi suara bagus😂,0
ISYANA KESUKAAN KITA SEMUA 🥰,0
ALEMONG itu artinya apaan sih? sering bgt di sebut 🥺,0
Alamakkkkk,0
flute dibilang suling 😭,0
lawak bngt dah😂😂,0
Suling shay 😂,0
first nihh ka😂,0
Selamat kamu dapet suling 😂,0
capee bgttt,0
Nafasss,0
"Heyyyyy..anda itu penyanyi,bukan pelawak ya",0
ISYANA KESUKAAN KITA SEMUA 🥰,0
emng seru bngt asli,0
waktu gue SMK di kek misterius vibe gitu sekarang lawakan jadinya😂,0
From emo to elmo 😂,0
Suuliing ?? 🤣🤣🤣,0
Suleeeeng?? 😂,0
lawak banget 😭,0
Betah amat di pencarian bro 🗿,0
ya allah pengennya ksh nm ank gw isyana 🤣,0
Bikin lupa kalo doi uda nikah,0
sumpah gue puter bolak balik tetep aja lucu,0
Nepens bet sama istaka,0
Istaka boneka?,0
penyanyi paling lawak😭,0
komedian yg berprofesi sebagai penyanyi anggun iya Isyana 😏,0
isyana sama tiara disatuin kocak gada abisnya keknya wkwkwk,0
kapan lagi Isyana manggung 😭,0
"Pas suling kosplay jd fitrop, lah skrng kosplay jd gisel",0
Ga ngerti lagi 😭😭😭,0
Isyana napa kocak bgt dh,0
Baru tau Isyana kelakuannya begini 😂😂 tpi jadi lebih deket sama audience,0
Isyana adalah seorang infj,0
mba syana lawak[cry],0
Lebih cocok jd penyanyi ❌ Lebih cocok jd pelawak ✅,0
"maap ka, itu isyana Sarasvati apa bkn si gua ga begitu kenal soalnha😂",0
apa cuman perasaan saya aja Isyana mirip sama Scarlett Johansson,0
ini isyana rasa rina nose ...😅,0
persaan dlu Isyana kalem anggun kok skrng kocak,0
"gw jarang ngakak klo cewe ngelawak, tp org ini beda sumpah bikin ngabrut 😭",0
sisi gelap isyana😭😭,0
Coba isyana digabungin sama vidi,0
baru tau Isyana sekocak ini😳😳,0
"pemain suling yang multitverse sih ini silvana,",0
konser apa stand up comedy Say?😁,0
pelawak yg cosplay jadi penyanyi..,0
kocak bet dah kek widi vierra,0
Pelawak di bungkus dalam jiwa penyanyi😭😭,0
body goals 🥰🥰🥰,0
Kan bener aslinya pelawak tp krna suaranya bagus jd penyayi kereeenn 🥰,0
asli dia emang kocak. pernah beberapa kali liat live. pasti ada lawakan2 😅,0
isyana itu komedian tp cosplay penyanyi🤣🤣,0
eh ini yang nyanyi lagu Mozart?,0
suling 😂😂😂😂 flute anjirr😂😂 ngakak orang Sunda klo bercandany,0
penyanyi berkedokkk pelawak😅,0
"lama"" kek fitrop gak sih",0
mood bgt,0
malah jadi rina nose,0
ini metal metalan say hari ini😭,0
Ngelawak bett😂,0
dulu kirain nih anak kalem njir. ternyata dahlah😂,0
kelaszzz,0
Isyana dengan segala macam moodnya,0
Suara suling nya kyk ketawa suzana 😳,0
udah cantik pinter ramah lagi orangnya..the best pokoknya😊😊😇,0
Isyanaaa❤️❤️,0
AKU MENUNGGU ISYANA MELAWAK,0
seru tau KK Isyana kalo manggung ..ada ajah tingkahnya😂😂,0
padahal isyana ini muka nya ke orang normal loh 😅😂,0
🤣😂 ngikik ngakak w liat isyana nih,0
mirip yg bisa sinden itu ga sih,0
gw kira isyana kalem njir 😭,0
wahh cantik banget,0
isyanaaa🔥🔥😁,0
Fulltime: Pelawak Part Time: Penyanyi,0
"udah cocok jdi pelawak kek sule, atau jdi istri sule aja mbak",0
cocok jd pelawak 😂,0
"balik bro,lu masih di pencarian kan",0
Komedian yg terperangkap sbg penyanyi,0
pelawak yg cosplay jd penyanyi 😂😂,0
hari'ini lagi metal metalan Shay,0
o jadi ini yg meranin ratih rrrrrrrrrrrrrrr😂😁,0
Hahaha ngakak so hard 😅,0
aku dlu liht isyana kalem bngt.kn sekrng beda bnget,0
kak isyana humornya tinggi gasih?,0
bang kok kamu isyana bngt,0
lucu banget Isyana ternyata,0
ku kira isyana kalem ternyata ya sudah lah😅😅😅😅😅😅😅,0
kya ny isyana punya bakat terpendam😅,0
ganyangka isyana ternyata receh😂mood bgt😂,0
isyana skrg kurus bangeett. tapi kok makin cakep ya jadi kayak Idol KPop,0
mau heran tapi isyana😂😂,0
isyana islam/Kristen sii njir?,0
terbaik ka isyana emgg🥰,0
